game_id,season,game_date,home_team,away_team,home_pts,away_pts,margin,total_points,home_win,home_games_played,home_wins,home_losses,home_win_pct,home_pts_for_total,home_pts_for_per_game,home_plus_minus_total,home_plus_minus_per_game,home_recent_games,home_recent_wins,home_recent_losses,home_recent_plus_minus_total,home_recent_plus_minus_per_game,away_games_played,away_wins,away_losses,away_win_pct,away_pts_for_total,away_pts_for_per_game,away_plus_minus_total,away_plus_minus_per_game,away_recent_games,away_recent_wins,away_recent_losses,away_recent_plus_minus_total,away_recent_plus_minus_per_game,diff_games_played,diff_wins,diff_losses,diff_win_pct,diff_pts_for_per_game,diff_plus_minus_per_game,diff_recent_wins,diff_recent_losses,diff_recent_plus_minus_per_game
0022500125,2025-26,2025-10-28,MIL,NYK,121.0,111.0,10.0,232.0,1.0,3.0,2.0,1.0,0.6666666666666666,368.0,122.66666666666667,14.0,4.666666666666667,3.0,2.0,1.0,14.0,4.666666666666667,3.0,2.0,1.0,0.6666666666666666,331.0,110.33333333333333,10.0,3.3333333333333335,3.0,2.0,1.0,10.0,3.3333333333333335,0.0,0.0,0.0,0.0,12.333333333333343,1.3333333333333335,0.0,0.0,1.3333333333333335
0022500126,2025-26,2025-10-28,OKC,SAC,107.0,101.0,6.0,208.0,1.0,4.0,4.0,0.0,1.0,484.0,121.0,31.0,7.75,4.0,4.0,0.0,31.0,7.75,3.0,1.0,2.0,0.3333333333333333,341.0,113.66666666666667,-10.0,-3.3333333333333335,3.0,1.0,2.0,-10.0,-3.3333333333333335,1.0,3.0,-2.0,0.6666666666666667,7.333333333333329,11.083333333333334,3.0,-2.0,11.083333333333334
0022500127,2025-26,2025-10-28,GSW,LAC,98.0,79.0,19.0,177.0,1.0,4.0,3.0,1.0,0.75,506.0,126.5,9.0,2.25,4.0,3.0,1.0,9.0,2.25,3.0,2.0,1.0,0.6666666666666666,351.0,117.0,13.0,4.333333333333333,3.0,2.0,1.0,13.0,4.333333333333333,1.0,1.0,0.0,0.08333333333333337,9.5,-2.083333333333333,1.0,0.0,-2.083333333333333
0022500128,2025-26,2025-10-29,BOS,CLE,125.0,105.0,20.0,230.0,1.0,4.0,1.0,3.0,0.25,446.0,111.5,15.0,3.75,4.0,1.0,3.0,15.0,3.75,4.0,3.0,1.0,0.75,476.0,119.0,25.0,6.25,4.0,3.0,1.0,25.0,6.25,0.0,-2.0,2.0,-0.5,-7.5,-2.5,-2.0,2.0,-2.5
0022500129,2025-26,2025-10-29,DET,ORL,135.0,116.0,19.0,251.0,1.0,4.0,2.0,2.0,0.5,440.0,110.0,-15.0,-3.75,4.0,2.0,2.0,-15.0,-3.75,4.0,1.0,3.0,0.25,454.0,113.5,-24.0,-6.0,4.0,1.0,3.0,-24.0,-6.0,0.0,1.0,-1.0,0.25,-3.5,2.25,1.0,-1.0,2.25
0022500130,2025-26,2025-10-29,BKN,ATL,112.0,117.0,-5.0,229.0,0.0,4.0,0.0,4.0,0.0,457.0,114.25,-65.0,-16.25,4.0,0.0,4.0,-65.0,-16.25,4.0,1.0,3.0,0.25,452.0,113.0,-38.0,-9.5,4.0,1.0,3.0,-38.0,-9.5,0.0,-1.0,1.0,-0.25,1.25,-6.75,-1.0,1.0,-6.75
0022500131,2025-26,2025-10-29,TOR,HOU,121.0,139.0,-18.0,260.0,0.0,4.0,1.0,3.0,0.25,486.0,121.5,-14.0,-3.5,4.0,1.0,3.0,-14.0,-3.5,3.0,1.0,2.0,0.3333333333333333,372.0,124.0,23.0,7.666666666666667,3.0,1.0,2.0,23.0,7.666666666666667,1.0,0.0,1.0,-0.08333333333333331,-2.5,-11.166666666666668,0.0,1.0,-11.166666666666668
0022500132,2025-26,2025-10-29,CHI,SAC,126.0,113.0,13.0,239.0,1.0,3.0,3.0,0.0,1.0,353.0,117.66666666666667,21.0,7.0,3.0,3.0,0.0,21.0,7.0,4.0,1.0,3.0,0.25,442.0,110.5,-16.0,-4.0,4.0,1.0,3.0,-16.0,-4.0,-1.0,2.0,-3.0,0.75,7.166666666666671,11.0,2.0,-3.0,11.0
0022500133,2025-26,2025-10-29,DAL,IND,107.0,105.0,2.0,212.0,1.0,4.0,1.0,3.0,0.25,432.0,108.0,-40.0,-10.0,4.0,1.0,3.0,-40.0,-10.0,3.0,0.0,3.0,0.0,348.0,116.0,-35.0,-11.666666666666666,3.0,0.0,3.0,-35.0,-11.666666666666666,1.0,1.0,0.0,0.25,-8.0,1.666666666666666,1.0,0.0,1.666666666666666
0022500135,2025-26,2025-10-29,UTA,POR,134.0,136.0,-2.0,270.0,0.0,3.0,2.0,1.0,0.6666666666666666,371.0,123.66666666666667,24.0,8.0,3.0,2.0,1.0,24.0,8.0,4.0,2.0,2.0,0.5,482.0,120.5,23.0,5.75,4.0,2.0,2.0,23.0,5.75,-1.0,0.0,-1.0,0.16666666666666663,3.1666666666666714,2.25,0.0,-1.0,2.25
